total_trees,CSA2010,total_st,total_area,richness.x,Evar.x,rich_area,rich_st,large,medium,small,AvgDBH,cv,total_sm_trees,tot_SM_st,sm_area,Avg_SM_DBH,cv_SM,richness.y,Evar.y,rich_area_SM,sm_rich_tot,SM_rich_st,total_L_trees,l_area,L_rich_st.x,richness,Evar,rich_area_L,L_rich_st.y,L_rich_tot,Avg_L_DBH,cv_L
1345,Oliver/Johnston Square,0.0113716826019478,NA,55,0.22985090766646687,NA,4.650130432023264e-4,91,638,616,8.306022304832714,0.8188806748353937,616,0.005208146083866055,NA,2.3834415584415583,0.43406396439166267,41,0.3073822095265214,NA,0.040892193308550186,4.650130432023264e-4,90,NA,7.609304343310795e-4,24,0.5930241158217553,NA,4.650130432023264e-4,0.040892193308550186,22.883516483516484,0.13273496565258905
988,Orchard Ridge/Armistead,0.009305777521591778,NA,71,0.30782437262635065,NA,6.687350243249152e-4,63,453,472,7.251720647773279,0.8782727834121207,472,0.00444567509128676,NA,3.3722457627118643,0.3621403611578793,49,0.39573270964606255,NA,0.07186234817813765,6.687350243249152e-4,55,NA,5.180341737728217e-4,20,0.6545975390130188,NA,6.687350243249152e-4,0.07186234817813765,26.54920634920635,0.24251629594561386
2830,Patterson Park North & East,0.025606923807285253,0.00209961368592005,76,0.21233751760078712,5.638538520492007e-5,6.876771057786852e-4,53,1151,1626,5.819911660777385,0.8195217978549902,1626,0.014712670710475556,0.0012063504782000003,2.7183579335793358,0.41639792146646437,68,0.23427150977388556,5.638538520492007e-5,0.02685512367491166,6.876771057786852e-4,52,3.857947408757689e-5,4.705159144801531e-4,15,0.5612339783221392,5.638538520492007e-5,6.876771057786852e-4,0.02685512367491166,23.79433962264151,0.14620071661596723
1768,Penn North/Reservoir Hill,0.01391555504365125,4.634584749856939e-4,72,0.24832543405618024,1.887387454692871e-5,5.666968117324038e-4,114,951,703,8.841119909502263,0.7834051423891434,703,0.005533164703442776,1.8428241397904004e-4,2.769132290184922,0.4258941389009137,54,0.28307809893118985,1.887387454692871e-5,0.04072398190045249,5.666968117324038e-4,112,2.935936040633355e-5,8.815283738059616e-4,25,0.6060528106291442,1.887387454692871e-5,5.666968117324038e-4,0.04072398190045249,25.40701754385965,0.21708540012056682
1847,Pigtown/Carroll Park,0.02465202679691225,NA,68,0.28050102341485306,NA,9.076003368652045e-4,80,974,793,8.008733080671359,0.7454995119715782,793,0.010584221575501577,NA,2.7033165195460276,0.36326310489233554,55,0.33598788484954634,NA,0.036816459122902004,9.076003368652045e-4,76,NA,0.0010143768470846405,16,0.49620014205181817,NA,9.076003368652045e-4,0.036816459122902004,23.3625,0.12307959896791579
914,Pimlico/Arlington/Hilltop,0.007494531875424425,3.235975551036362e-4,73,0.3340464924688217,2.5845318952478602e-5,5.985785852363053e-4,278,440,196,14.885448577680526,0.7232791173145366,196,0.0016071425028262442,6.939291116007953e-5,2.4959183673469387,0.4630950409340185,37,0.5678302503428232,2.5845318952478602e-5,0.07986870897155361,5.985785852363053e-4,274,9.700845743807036e-5,0.0022467196212979127,40,0.3852785034186984,2.5845318952478602e-5,5.985785852363053e-4,0.07986870897155361,28.50179856115108,0.24068157905459053
1572,Poppleton/The Terraces/Hollins Market,0.024278302589572354,0.001818945497589203,77,0.2689752155602777,8.909593086155765e-5,0.0011892043889294348,45,847,680,7.4013358778625955,0.7634537872311081,680,0.0105020647334028,7.86821207608561e-4,2.3038235294117646,0.587040371908631,65,0.39783979106629075,8.909593086155765e-5,0.048982188295165395,0.0011892043889294348,42,4.8597780469940536e-5,6.486569394160553e-4,16,0.6124896213242333,8.909593086155765e-5,0.0011892043889294348,0.048982188295165395,22.74222222222222,0.1328707527180845
2082,Sandtown-Winchester/Harlem Park,0.02170635921894089,9.466536566202554e-4,65,0.22006528986628715,2.9554508972294238e-5,6.77672117786339e-4,121,1051,910,8.520941402497598,0.7587025086064692,910,0.009487409649008747,4.1376312561211933e-4,2.685054945054945,0.3924798303425223,52,0.2875215217347056,2.9554508972294238e-5,0.03121998078770413,6.77672117786339e-4,119,5.4107485656969456e-5,0.0012406612617934514,18,0.41270976684565064,2.9554508972294238e-5,6.77672117786339e-4,0.03121998078770413,23.19504132231405,0.12616237959307458
1471,South Baltimore,0.023396840685178003,3.415659790068116e-4,70,0.2817833364753809,1.6253989483668803e-5,0.0011133778708106458,29,815,627,7.396125084976207,0.6509254214411127,627,0.0099726846428325,1.4558930580371916e-4,3.285805422647528,0.34082305337707847,48,0.3665344282236185,1.6253989483668803e-5,0.04758667573079538,0.0011133778708106458,29,6.733795643234219e-6,4.612565464786962e-4,11,0.6586597321167214,1.6253989483668803e-5,0.0011133778708106458,0.04758667573079538,22.513793103448275,0.09607977269098895
1005,Southeastern,0.010008495062781701,9.724742376576086e-5,54,0.2648836951178387,5.225234709802076e-6,5.3776988397036e-4,100,438,467,9.093034825870646,0.822942117539903,467,0.004650713626188114,4.518860387921425e-5,2.87558886509636,0.3128225011615072,38,0.3052496951883784,5.225234709802076e-6,0.05373134328358209,5.3776988397036e-4,96,9.289306150759246e-6,9.560353492806402e-4,20,0.4875457164178367,5.225234709802076e-6,5.3776988397036e-4,0.05373134328358209,24.977,0.18602900918154966
812,Southern Park Heights,0.008357476104842372,3.135293715628088e-4,72,0.38608785966789927,2.7800633931677627e-5,7.410569945180428e-4,273,416,123,16.463916256157635,0.6445145121205822,123,0.0012659723656349897,4.749274963328261e-5,3.131707317073171,0.3570588614611363,39,0.6495478941553818,2.7800633931677627e-5,0.08866995073891626,7.410569945180428e-4,267,1.0309401749663786e-4,0.0027480863546710753,40,0.4676248238215118,2.7800633931677627e-5,7.410569945180428e-4,0.08866995073891626,28.65970695970696,0.2547236928854309
2753,Southwest Baltimore,0.018282738648226462,7.84608562122872e-4,90,0.2255674874697362,2.565011645152869e-5,5.976921461461611e-4,125,1248,1380,7.075009081002543,0.8867212423097544,1380,0.00916461290757447,3.9330178559010656e-4,2.2342028985507247,0.469310191339282,72,0.2954325785749823,2.565011645152869e-5,0.03269160915365056,5.976921461461611e-4,120,3.420015526870492e-5,7.969228615282148e-4,28,0.4939603160912306,2.565011645152869e-5,5.976921461461611e-4,0.03269160915365056,24.3448,0.1761318531562247
1485,The Waverlies,0.01949944039787189,7.841352282123935e-4,68,0.23248166816902993,3.590652896864832e-5,8.929036680506994e-4,232,992,261,12.303973063973064,0.6530064944357589,261,0.003427174372959302,1.378177067767237e-4,2.718007662835249,0.47430475435165187,45,0.4626813479267218,3.590652896864832e-5,0.04579124579124579,8.929036680506994e-4,226,1.1933640510168413e-4,0.0029675916026390896,30,0.4033691105099476,3.590652896864832e-5,8.929036680506994e-4,0.04579124579124579,26.492672413793102,0.21806264613885015
1828,Upton/Druid Heights,0.020464173174940786,0.0011589571921282208,74,0.24914422602021646,4.691621018462163e-5,8.284183889199223e-4,102,1106,620,9.354212253829322,0.6766260590003511,620,0.006940802717977728,3.9308176100628933e-4,2.6232258064516127,0.3931209239290451,57,0.3779049461047991,4.691621018462163e-5,0.04048140043763676,8.284183889199223e-4,100,6.340028403327247e-5,0.0011194843093512465,20,0.4508068848577511,4.691621018462163e-5,8.284183889199223e-4,0.04048140043763676,23.750980392156862,0.14698100134182543
608,Westport/Mount Winans/Lakeland,0.00990135197147247,1.4470281777797874e-4,53,0.36741368837265653,1.2613896944461964e-5,8.631112738290146e-4,99,237,272,9.935032894736842,0.888455942502239,272,0.004429552197763999,6.473547111120102e-5,2.6830882352941177,0.415755958411398,37,0.49234357386262784,1.2613896944461964e-5,0.08717105263157894,8.631112738290146e-4,95,2.260981527780918e-5,0.0015470862455425735,15,0.42732024468154106,1.2613896944461964e-5,8.631112738290146e-4,0.08717105263157894,25.75151515151515,0.20385724390897772
87,NA,0.0024795898172385563,NA,NA,NA,NA,NA,9,55,23,9.87787356321839,0.6389157686521572,23,6.555237447872045e-4,NA,3.5,0.2811320872184851,NA,NA,NA,NA,NA,8,NA,2.2800825905641898e-4,NA,NA,NA,NA,NA,23.833333333333332,0.12007626311541973
